"","id","full_name","name","intelligence","strength","speed","durability","power","combat","alignment","place_birth","race","gender","eye_color","hair_color","height_cm","weight_lb","affiliations","relatives","occupation","publisher","image_url","height_in","hair_group"
"271","271","Joanna Cargill","Frenzy",63,53,35,100,38,52,"bad",NA,NA,"Female","Brown","Black",211,230,"Acolytes, formerly Alliance of Evil; temporarily X-Men while controlled by Jean Grey, Femizons",NA,"Mercenary","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1108.jpg",83.070911,"Dark"
"272","272","Frigga","Frigga",NA,NA,NA,NA,NA,NA,"good","Place of birth unknown",NA,"Female","Blue","White",180,370,"Gods of Asgard","Odin (husband), Loki, Thor (foster sons)","Queen of Asgard, goddess of marriage","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/172.jpg",70.86618,"Fair"
"273","273","Galan","Galactus",100,100,83,100,100,50,"neutral","(Galan) Taa; (Galactus) the Cosmic Egg","Cosmic Entity","Male","Black","Black",876,36400,"Heralds of Galactus; formerly God Squad","Galan (""father""), Galacta (daughter)","Planet Devourer, Third Force of the Universe - balance between Eternity and Death, Nullifying Abraxas' Influence on the Multiverse, Third Face of the Living Tribunal - representing Equity","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/862.jpg",344.882076,"Dark"
"274","274","Remy Etienne LeBeau","Gambit",63,10,23,28,55,84,"good","New Orleans, Louisiana","Mutant","Male","Red","Brown",185,179,"X-Men (Team Wolverine); formerly Marauders, Horsemen of Apocalypse, Chevaliers, X-Treme X-Men, Thieves & Unified Guild's of New Orleans, Crimson Pirates","Jean-Luc LeBeau (father), Belladonna (aka Bella Donna Boudreaux) (wife, separated)","Jean Grey School for Higher Learning, Salem Center, Westchester County, New York; formerly Utopia, San Francisco Bay, California; Xavier Institute, Salem Center, Westchester County, New York; New Orleans; Paris; Cairo; Illinois","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/64.jpg",72.834685,"Dark"
"275","275","Gamora Zen Whoberi Ben Titan","Gamora",75,85,42,85,53,100,"good","Planet Zen Whoberi, Silican System, Milky Way","Zen-Whoberian","Female","Yellow","Black",183,170,"Guardians of the Galaxy ; formerly Phalanx's Selects, Graces (Leader), Infinity Watch ; United Front ; former minion of Thanos; ally of Adam Warlock and Pip the Troll","Thanos (foster father), Thane (foster brother), Unnamed former Symbiote","Assassin, mercenary, adventurer","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/65.jpg",72.047283,"Dark"
"276","276","Richard Ethan Morse","Garbage Man",NA,82,NA,NA,NA,NA,"good",NA,"Mutant","Male",NA,NA,0,NA,NA,NA,NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1467.jpg",0,NA
"277","277","Gary Bell","Gary Bell",63,5,8,10,54,10,"good",NA,"Alpha","Male",NA,NA,0,NA,"Alphas",NA,NA,"SyFy","https://www.superherodb.com/pictures2/portraits/10/100/1526.jpg",0,NA
"278","278","Dru-Zod","General Zod",94,100,96,100,100,95,"bad","Krypton","Kryptonian","Male","Black","Black",0,NA,"Phantom Zone criminals; former member of the Kryptonian Defense Council","Ursa (mate/wife); Lor-Zod (son); Admiral Zod (possible ancestor)",NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/837.jpg",0,"Dark"
"279","279","Tyler Dayspring","Genesis",NA,68,NA,NA,NA,NA,"good",NA,NA,"Male","Blue","Blond",185,191,"Formerly Dark Riders (leader), former servant of Stryfe, formerly New Canaanites, Clan Chosen","Nathan Christopher Summers (Cable, adopted father), Aliya Jenskot (mother, deceased), Stryfe (cloned uncle, deceased), Rachel Summers (Marvel Girl, alternate timeline aunt), Scott Summers (Cyclops, grandfather), Madelyne Pryor-Summers (grandmother, deceased), Alexander Summers (Havok, great-uncle), Gabriel Summers (Vulcan, great-uncle), Christopher Summers (Corsair, great-grandfather), Katherine Anne Summers (great-grandmother, deceased), Philip Summers (great-great-grandfather), Deborah Summers (great-great-grandmother)","Former would-be world conqueror, arms dealer, soldier, freedom fighter","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1055.jpg",72.834685,"Fair"
"280","280","Johnny Blaze","Ghost Rider",50,55,25,100,100,60,"good","Waukegan, Illinois","Demon","Male","Red","No Hair",188,220,"Quentin Carnival Formerly Midnight Sons, Legion of Monsters, The Champions","Barton (father, deceased), Clara (mother, deceased), Craig ""Crash"" Simpson (stepfather, deceased), Mona Simpson (stepmother, deceased), Roxanne Simpson (wife)","Former stunt motorcyclist","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/67.jpg",74.015788,"None"
"281","281","Daniel Ketch","Ghost Rider II",NA,70,NA,NA,NA,NA,"good",NA,NA,NA,NA,NA,0,NA,"Midnight Sons","Barbara Ketch (sister, deceased) Ghost Rider (Johnny Blaze) (brother), Jennifer Kale (distant cousin)  Noble Kale and Naomi Kale (ancestors)",NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/68.jpg",0,NA
"282","282","Hank Pym","Giant-Man",NA,78,NA,NA,NA,NA,"good",NA,"Human","Male",NA,NA,0,NA,NA,NA,NA,"Ant-Man","https://www.superherodb.com/pictures2/portraits/10/100/858.jpg",0,NA
"283","283","","Giant-Man II",NA,NA,NA,NA,NA,NA,"good",NA,NA,"Male",NA,NA,0,NA,NA,NA,NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/343.jpg",0,NA
"284","284","Doris Zuel","Giganta",81,89,23,85,32,42,"bad",NA,NA,"Female","Green","Red",6250,1400,"The Injustice League, formerly The Society, Villainy, Inc., The Legion of Doom",NA,"Criminal, former Scientist, Professor at Ivy University","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1376.jpg",2460.63125,"Red"
"285","285","Kallark","Gladiator",50,100,100,100,77,70,"neutral",NA,"Strontian","Male","Blue","Blue",198,595,"Galactic Council, Annihilators; formerly Imperial Guard; possibly Heralds of Galactus","Kubark (Kid Gladiator) (son), Xenith (The Strontian) (cousin)","Majestor of the Shi'ar Empire; Former Praetor of the Imperial Guard; possibly former Herald of Galactus","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1521.jpg",77.952798,"Alternative"
"286","286","Madelyne Jennifer Pryor","Goblin Queen",75,10,23,28,65,56,"bad","Created in Sinister's Labs, Nebraska",NA,"Female","Green","Red",168,110,"Former ally of X-Men, partner of N'Astirh","Mister Sinister (creator), Jean Grey (Phoenix, genetic template), Scott Summers (Cyclops, husband), Nathan Christopher Summers (Cable, son), Christopher Summers (Corsair, father-in-law), Alex Summers (Havok, brother-in-law)",NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1054.jpg",66.141768,"Red"
"287","287","Gojira","Godzilla",44,100,54,100,100,20,"bad",NA,"Kaiju",NA,NA,NA,10800,200000000,NA,NA,NA,"","https://www.superherodb.com/pictures2/portraits/10/100/10590.jpg",4251.9708,NA
"288","288","","Gog",50,34,47,72,39,56,"bad",NA,NA,"Male",NA,NA,0,NA,"Sinister Six","Seth (creator), Magog (""brother"")",NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/693.jpg",0,NA
"289","289","Kakarot","Goku",56,100,75,90,100,100,"good",NA,"Saiyan","Male",NA,NA,175,137,"Saiyajin, Son family, Z-Fighters",NA,NA,"Shueisha","https://www.superherodb.com/pictures2/portraits/10/100/1284.jpg",68.897675,NA
"290","290","Erik Josten","Goliath",NA,NA,NA,NA,NA,NA,"good",NA,NA,"Male",NA,NA,0,NA,NA,NA,NA,"Atlas","https://www.superherodb.com/pictures2/portraits/10/100/845.jpg",0,NA
"291","291","Clint Barton","Goliath",NA,NA,NA,NA,NA,NA,"good",NA,"Human","Male",NA,NA,0,NA,NA,NA,NA,"Hawkeye","https://www.superherodb.com/pictures2/portraits/10/100/847.jpg",0,NA
"292","292","Hank Pym","Goliath",NA,NA,NA,NA,NA,NA,"good",NA,"Human","Male",NA,NA,0,NA,NA,NA,NA,"Ant-Man","https://www.superherodb.com/pictures2/portraits/10/100/846.jpg",0,NA
"293","293","William Barrett Foster","Goliath IV",NA,NA,NA,NA,NA,NA,"good","Watts, Los Angeles, California",NA,"Male","Brown","Black",183,200,"Formerly Secret Avengers, former Avengers associate, formerly Stark West, Project: PEGASUS, ""Defenders for a Day,"" Champions (of Los Angeles) (unofficial), Circus of Crime, U.S. military","Claire Temple (ex-wife)","Biochemist, inventor, research scientist, adventurer; (formerly) circus performer, soldier","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/879.jpg",72.047283,"Dark"
"294","294","Grodd","Gorilla Grodd",81,53,33,70,100,65,"bad",NA,"Gorilla","Male","Yellow","Black",198,600,NA,"Boka (wife, separated), Gorbzil Mammit (son), Sam Simeon (grandson)",NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/694.jpg",77.952798,"Dark"
"295","295","","Granny Goodness",NA,96,NA,NA,NA,NA,"bad","Apokolips",NA,"Female","Blue","White",178,256,"Female Furies, Darkseid's Elite",NA,NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1344.jpg",70.078778,"Fair"
"296","296","Greg Willis","Gravity",50,32,33,40,69,30,"good","Sheboygan, Wisconsin","Human","Male","Blue","Brown",178,175,"Young Allies; Formerly Great Lakes Initiative, Heavy Hitters","Richard Willis (father), Mary Willis (mother)","Student","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/74.jpg",70.078778,"Dark"
"297","297","Greedo","Greedo",38,10,13,15,31,40,"bad","Rodia","Rodian","Male","Purple",NA,170,NA,NA,NA,"Bounty Hunter","George Lucas","https://www.superherodb.com/pictures2/portraits/10/100/10468.jpg",66.92917,NA
"298","298","Oliver Queen","Green Arrow",81,12,35,28,39,90,"good",NA,"Human","Male","Green","Blond",188,195,"Justice League Reserve, Connor Hawke, Mia Dearden,  Arsenal, Green Arrows of the World, Black Canary, Green Lantern Hal Jordan, Shado, Eddie Fyers, Justice League Elite, Seven Soldiers of Victory, All-Star Squadron","Conner Hawke (son); Robert (son); Cissie King (possible daughter); Roy Harper - Red Arrow (adoptive son); Dinah Laurel Lance (wife); Dinah Drake Lance (mother-in-law, deceased); Larry Lance (father-in-law, deceased)","Professional Crime-fighter; Multi-Billionaire","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/696.jpg",74.015788,"Fair"
"299","299","Norman Osborn","Green Goblin",100,48,38,60,48,50,"bad","Hartford, Connecticut","Human","Male","Blue","Auburn",180,185,"H.A.M.M.E.R., leader of the Dark Avengers; formerly Thunderbolts, The Cabal; Former leader of the Sinister Twelve, partner of Mendell Stromm, Crime Master, employer of the Enforcers, Hellfire Club","Alton Osborn, Sr. (paternal great-grandfather, deceased);Alton Osborn, Jr. (paternal grandfather, deceased);Amberson Osborn (father, deceased);Emily Osborn (wife, deceased);Gabriel Stacy (son);Sarah Stacy (daughter);Harry Osborn (Green Goblin II, son);Liz Allan (ex-daughter-in-law);Normie Osborn (grandson);Stanley Osborn (grandson);","Professional criminal, owner and president of Osborn Industries","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/579.jpg",70.86618,"Red"
"300","300","Harold Osborn","Green Goblin II",75,55,37,50,44,26,"bad","New York City",NA,"Male","Blue","Auburn",178,170,NA,"Liz Allen-Osborn (Wife,) Norman III (son,)Norman Osborn II - Green Goblin (father)",NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/25.jpg",70.078778,"Red"
"301","301","Barton Hamilton","Green Goblin III",NA,NA,NA,NA,NA,NA,"good",NA,NA,"Male",NA,NA,183,195,NA,NA,"Psychiatrist","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/351.jpg",72.047283,NA
"302","302","Phillip Benjamin Urich","Green Goblin IV",NA,NA,NA,NA,NA,NA,"good",NA,NA,"Male","Green","Brown",178,175,NA,"Arnold Urich (father), Mindy Urich (mother), Kenneth Urich (brother), Ben Urich (uncle), Doris Urich (aunt)","College student, former vigilante, intern at Daily Bugle","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/75.jpg",70.078778,"Dark"
"303","303","Groot","Groot",75,85,33,70,100,64,"good",NA,"Flora Colossus","Male","Yellow",NA,701,8200,"Guardians of the Galaxy, Unnamed Kree covert ops team, formerly Galactic Council, Howling Commandos",NA,NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/10017.jpg",275.984401,NA
"304","304","James Hudson","Guardian",NA,45,NA,NA,NA,NA,"good","London, Ontario, Canada","Human","Male","Brown","Black",0,NA,"Alpha Flight","Vindicator II (Heather Hudson), wife","Engineer, government agent, adventurer","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/76.jpg",0,"Dark"
"305","305","Guy Gardner","Guy Gardner",38,90,53,64,100,64,"good","Baltimore, Maryland","Human-Vuldarian","Male","Blue","Red",188,210,"Green Lantern Corps, Formerly Justice League of America",NA,"Former High School gym teacher; former bar owner; currently Honor guard of the Green Lantern Corps","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/700.jpg",74.015788,"Red"
"306","306","Hal Jordan","Hal Jordan",69,90,75,80,100,70,"good","Coast City, California","Human","Male","Brown","Brown",188,200,"Green Lantern Corps, Justice League of America, Justice League Europe, frequently teamed with the second Flash and the original Green Arrow","Martin H. ""Marty"" Jordan (father, deceased), Jessica Jordan (mother, deceased), Jim Jordan (younger brother), Jack Jordan (older brother, deceased), Jan Jordan (sister-in-law, deceased), Helen Jordan (neice), Larry Jordan (Air Wave I - cousin, deceased), Hal Jordan (Air Wave II - cousin)","Adventurer, Air Force Test Pilot","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/697.jpg",74.015788,"Dark"
"307","307","Han Solo","Han Solo",50,10,17,20,43,60,"good","Corellia","Human","Male","Brown","Brown",183,176,NA,NA,NA,"George Lucas","https://www.superherodb.com/pictures2/portraits/10/100/10456.jpg",72.047283,"Dark"
"308","308","John Hancock","Hancock",63,90,67,100,100,50,"good",NA,"Human","Male","Brown","Black",188,NA,NA,NA,NA,"Sony Pictures","https://www.superherodb.com/pictures2/portraits/10/100/1109.jpg",74.015788,"Dark"
"309","309","Harley Quinn","Harley Quinn",88,12,33,65,55,80,"bad",NA,"Human","Female","Blue","Blond",170,140,"Formerly The Quintets, The Joker, Poison Ivy, Secret Six","Barry Quinzel (brother), Sharon Quinzel (mother), Nick Quinzel (father), Jenny Quinzel (niece), Nicky Quinzel (nephew)","Psychiatrist","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/701.jpg",66.92917,"Fair"
"310","310","Harry James Potter","Harry Potter",75,7,21,10,100,50,"good",NA,"Human","Male","Green","Black",0,NA,NA,NA,"Head of the Department of Magical Law Enforcement[","J. K. Rowling","https://www.superherodb.com/pictures2/portraits/10/100/10878.jpg",0,"Dark"
"311","311","Alexander Summers","Havok",63,10,25,60,71,45,"good","Honolulu, Hawaii","Mutant","Male","Blue","Blond",183,175,"Uncanny Avengers; formerly X-Men, Starjammers, X-Factor Investigations, Six , Brotherhood, X-Factor, Dark Descendants, Genoshan Magistrates, Defenders for a Day","Oscar Summers (adoptive paternal distant ancestor, deceased), Daniel Summers (paternal distant ancestor, deceased), Amanda Mueller (Black Womb) (paternal distant ancestor), unnamed paternal great-grandfather, deceased, Gloria Dayne (Fontanelle) (paternal distant ancestor), Philip Summers (paternal grandfather), Deborah Summers (paternal grandmother), Christopher Summers (Corsair) (father, deceased), Katherine Summers (mother, deceased), Andrew Blanding (adoptive father), Joanna Blanding (adoptive mother), Scott Summers (Cyclops) (brother), Gabriel Summers (Vulcan) (brother, deceased), Ahmet Abdol (Living Monolith) (""brother"" via X-Gene transfer), Haley Blanding (adoptive sister), Todd Blanding (adoptive brother, deceased), Madelyne Pryor-Summers (Red Queen) (sister-in-law/clone of second sister-in-law, deceased), Jean Grey-Summers (Phoenix) (sister-in-law, deceased), Cal'syee Neramani (Deathbird) (sister-in-law), Nathan Summers (Cable) (nephew), Adam Neramani (X-Treme) (nephew, alleged half-brother), Aliya Dayspring (Jenskot) (niece, deceased), Hope Summers (niece, deceased), Madelyne Pryor (Earth-1298) (Marvel Woman) (alternate reality wife), Scott Summers (Earth-1298) (alternate reality son), Rachel Grey (Marvel Girl) (alternate reality niece), Rachel Summers (Mother Askani) (alternate reality niece, deceased), Nathaniel Grey (X-Man) (alternate reality nephew), Stryfe (nephew's clone, deceased), Tyler Dayspring (Genesis) (great-nephew, deceased), Hope Summers (adoptive great-niece), Janet van Dyne (Wasp) (wife), Katie Summers (daughter)","Currently Adventurer, formerly Graduate student in geophysics","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/77.jpg",72.047283,"Fair"
"312","312","Henry Hall","Hawk",38,38,35,95,43,42,"good",NA,NA,"Male","Red","Brown",185,197,"Black Lantern Corps, Teen Titans, Hawk and Dove, Titans West","Don Hall (brother, deceased), Irwin Hall (father), Rae Penfield (mother), James Penfield (uncle)",NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1382.jpg",72.834685,"Dark"
"313","313","Clint Barton","Hawkeye",56,12,21,10,29,80,"good","Waverly, Iowa","Human","Male","Blue","Blond",191,230,"Avengers, Thunderbolts, Avengers West Coast, Great Lakes Avengers, Shadows, Chain Gang, former partner of the Black Widow","Harold Barton (father, deceased), Edith Barton (mother, deceased), Bernard Barton (brother, deceased), Barbara Morse (wife, deceased)","Adventurer","Goliath","https://www.superherodb.com/pictures2/portraits/10/100/73.jpg",75.196891,"Fair"
